None,A,C,B,D,F,E,ignore,G,ignore,perfect
0.150000,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.157895
0.192308,0.200000,0.181818,0.192308,0.217391,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818
0.281250,0.290323,0.272727,0.285714,0.240000,0.260870,0.272727,0.272727,0.272727,0.240000,0.272727
0.380000,0.372549,0.409091,0.380000,0.380000,0.428571,0.409091,0.444444,0.444444,0.428571,0.428571
0.381818,0.333333,0.385965,0.324324,0.324324,0.363636,0.363636,0.384615,0.363636,0.384615,0.363636
0.259259,0.269231,0.250000,0.259259,0.250000,0.250000,0.250000,0.250000,0.250000,0.280000,0.250000
0.285714,0.294118,0.250000,0.285714,0.300000,0.238095,0.250000,0.250000,0.250000,0.300000,0.250000
0.357143,0.393939,0.406250,0.357143,0.368421,0.393939,0.406250,0.406250,0.406250,0.378378,0.406250
0.333333,0.323529,0.250000,0.340909,0.323529,0.321429,0.250000,0.250000,0.250000,0.321429,0.250000
0.305556,0.314286,0.384615,0.305556,0.343750,0.392857,0.384615,0.384615,0.384615,0.354839,0.384615
0.300000,0.315789,0.321429,0.315789,0.315789,0.333333,0.333333,0.333333,0.333333,0.315789,0.333333
0.250000,0.285714,0.307692,0.266667,0.307692,0.320000,0.320000,0.320000,0.320000,0.296296,0.320000
0.297297,0.238095,0.263158,0.297297,0.240000,0.263158,0.263158,0.238095,0.263158,0.290323,0.263158
0.130435,0.105263,0.117647,0.130435,0.142857,0.117647,0.117647,0.117647,0.117647,0.117647,0.117647
0.341463,0.352941,0.379310,0.341463,0.342105,0.357143,0.379310,0.379310,0.379310,0.354839,0.384615
0.379310,0.342105,0.300000,0.385965,0.351351,0.366667,0.300000,0.300000,0.300000,0.361111,0.300000
0.277778,0.285714,0.291667,0.285714,0.291667,0.291667,0.291667,0.291667,0.291667,0.307692,0.291667
0.206897,0.200000,0.210526,0.206897,0.206897,0.210526,0.210526,0.210526,0.210526,0.206897,0.210526
0.136364,0.150000,0.142857,0.150000,0.142857,0.142857,0.142857,0.142857,0.142857,0.150000,0.157895
0.370370,0.395833,0.380952,0.370370,0.370370,0.416667,0.379310,0.392857,0.416667,0.379310,0.416667
0.214286,0.250000,0.260870,0.222222,0.230769,0.260870,0.260870,0.260870,0.260870,0.230769,0.260870
0.315789,0.333333,0.333333,0.315789,0.342857,0.333333,0.333333,0.333333,0.333333,0.342857,0.363636
0.303030,0.344828,0.285714,0.303030,0.333333,0.285714,0.285714,0.360000,0.285714,0.333333,0.285714
0.357143,0.375000,0.441176,0.365854,0.428571,0.441176,0.441176,0.428571,0.428571,0.416667,0.441176
0.258065,0.208333,0.227273,0.200000,0.200000,0.227273,0.227273,0.238095,0.238095,0.200000,0.210526
0.315789,0.333333,0.357143,0.315789,0.322581,0.357143,0.357143,0.357143,0.357143,0.322581,0.357143
0.160000,0.157895,0.157895,0.136364,0.157895,0.157895,0.157895,0.157895,0.157895,0.142857,0.157895
0.360000,0.360000,0.361111,0.333333,0.333333,0.360000,0.346154,0.346154,0.346154,0.379310,0.360000
0.264706,0.269231,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.304348,0.272727
0.431034,0.442308,0.462963,-1.000000,0.442308,0.448980,0.448980,0.460000,0.448980,0.442308,0.448980
0.241379,0.181818,0.181818,0.241379,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818
0.266667,0.275862,0.307692,0.266667,0.275862,0.280000,0.291667,0.291667,0.291667,0.266667,0.291667
0.314286,0.343750,0.250000,0.323529,0.344828,0.250000,0.250000,0.285714,0.285714,0.344828,0.300000
0.258065,0.217391,0.217391,0.208333,0.208333,0.238095,0.238095,0.238095,0.238095,0.238095,0.238095
0.160000,0.153846,0.111111,0.160000,0.160000,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111
0.388889,0.404762,0.406250,0.396226,0.425532,0.433333,0.433333,0.419355,0.433333,0.406250,0.433333
0.391304,0.382979,0.379310,0.391304,0.405405,0.379310,0.379310,0.392857,0.392857,0.375000,0.370370
0.281250,0.285714,0.296296,0.275862,0.281250,0.333333,0.333333,0.347826,0.347826,0.275862,0.347826
0.346939,0.354167,0.392857,0.354167,0.357143,0.394737,0.392857,0.384615,0.384615,0.357143,0.392857
0.225806,0.217391,0.210526,0.233333,0.210526,0.210526,0.210526,0.210526,0.210526,0.217391,0.210526
0.400000,0.388889,0.378378,0.400000,0.400000,0.407407,0.407407,0.392857,0.392857,0.358974,0.407407
0.354167,0.342857,0.360000,0.354167,0.350000,0.346154,0.380952,0.346154,0.363636,0.350000,0.380952
0.347826,0.400000,0.379310,0.348837,0.375000,0.375000,0.379310,0.379310,0.379310,0.375000,0.379310
0.297297,0.314286,0.343750,0.314286,0.323529,0.322581,0.322581,0.333333,0.333333,0.314286,0.333333
0.385965,0.400000,0.405405,0.392857,0.400000,0.405405,0.416667,0.421053,0.421053,0.418605,0.428571
0.192308,0.150000,0.166667,0.192308,0.173913,0.190476,0.166667,0.157895,0.157895,0.192308,0.166667
0.325000,0.344828,0.333333,0.325000,0.333333,0.333333,0.333333,0.333333,0.333333,0.357143,0.333333
0.285714,0.303030,0.312500,0.294118,0.294118,0.312500,0.312500,0.312500,0.312500,0.312500,0.312500
0.324324,0.333333,0.333333,0.324324,0.333333,0.312500,0.346154,0.344828,0.344828,0.333333,0.320000
0.325000,0.387097,0.357143,0.333333,0.387097,0.346154,0.346154,0.333333,0.333333,0.387097,0.346154
0.416667,0.423729,0.433333,0.416667,0.382353,0.407407,0.407407,0.407407,0.407407,0.393939,0.407407
0.361702,0.377778,0.444444,0.361702,0.354167,0.400000,0.391304,0.419355,0.391304,0.390244,0.391304
0.136364,0.166667,0.166667,0.142857,0.166667,0.166667,0.166667,0.166667,0.166667,0.142857,0.166667
0.282051,0.289474,0.240000,0.282051,0.303030,0.240000,0.240000,0.240000,0.240000,0.294118,0.240000
0.241379,0.250000,0.238095,0.241379,0.250000,0.263158,0.238095,0.263158,0.263158,0.250000,0.263158
0.314286,0.305556,0.333333,0.314286,0.357143,0.320000,0.291667,0.304348,0.304348,0.320000,0.304348
0.385965,0.310345,0.300000,0.385965,0.307692,0.291667,0.300000,0.300000,0.300000,0.307692,0.300000
0.166667,0.181818,0.200000,0.166667,0.200000,0.200000,0.200000,0.200000,0.200000,0.190476,0.200000
0.340426,0.181818,0.181818,0.250000,0.208333,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818
0.264706,0.208333,0.200000,0.272727,0.275862,0.190476,0.200000,0.200000,0.200000,0.275862,0.200000
0.214286,0.222222,0.111111,0.200000,0.208333,0.111111,0.111111,0.111111,0.111111,0.200000,0.111111
0.233333,0.166667,0.150000,0.222222,0.217391,0.150000,0.150000,0.150000,0.150000,0.222222,0.166667
-1.000000,0.490196,0.500000,-1.000000,-1.000000,0.500000,0.500000,0.479167,0.500000,-1.000000,0.500000
0.333333,0.281250,0.300000,0.317073,0.290323,0.346154,0.310345,0.321429,0.346154,0.281250,0.346154
0.290323,0.300000,0.290323,0.290323,0.290323,0.300000,0.300000,0.290323,0.300000,0.290323,0.321429
0.214286,0.190476,0.200000,0.173913,0.210526,0.210526,0.210526,0.210526,0.210526,0.190476,0.210526
0.166667,0.150000,0.157895,0.142857,0.157895,0.157895,0.157895,0.157895,0.157895,0.150000,0.157895
0.277778,0.294118,0.303030,0.277778,0.285714,0.360000,0.333333,0.360000,0.360000,0.333333,0.360000
0.095238,0.105263,0.105263,0.095238,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263
0.333333,0.333333,0.375000,0.333333,0.352941,0.413793,0.413793,0.413793,0.413793,0.352941,0.413793
0.363636,0.368421,0.363636,0.350000,0.358974,0.363636,0.363636,0.363636,0.363636,0.358974,0.363636
0.281250,0.260870,0.260870,0.290323,0.290323,0.260870,0.260870,0.260870,0.260870,0.260870,0.260870
0.257143,0.258065,0.238095,0.258065,0.258065,0.238095,0.238095,0.238095,0.238095,0.258065,0.238095
0.396226,0.381818,0.403846,0.396226,0.396226,0.432432,0.444444,0.400000,0.444444,0.411765,0.444444
0.258065,0.275862,0.291667,0.275862,0.291667,0.291667,0.291667,0.291667,0.291667,0.280000,0.291667
0.250000,0.259259,0.304348,0.250000,0.259259,0.272727,0.272727,0.272727,0.272727,0.304348,0.285714
0.341463,0.363636,0.346154,0.350000,0.358974,0.358974,0.346154,0.304348,0.304348,0.350000,0.318182
0.395833,0.416667,0.380952,0.395833,0.395833,0.360000,0.380952,0.380952,0.380952,0.435897,0.380952
0.185185,0.208333,0.166667,0.185185,0.200000,0.210526,0.166667,0.166667,0.166667,0.185185,0.166667
0.266667,0.280000,0.250000,0.275862,0.285714,0.260870,0.260870,0.272727,0.272727,0.260870,0.272727
0.258065,0.296296,0.291667,0.258065,0.275862,0.300000,0.291667,0.263158,0.263158,0.275862,0.263158
0.214286,0.250000,0.238095,0.222222,0.230769,0.227273,0.238095,0.217391,0.227273,0.222222,0.210526
0.317073,0.250000,0.222222,0.297297,0.305556,0.222222,0.222222,0.222222,0.222222,0.305556,0.222222
0.392157,0.439024,0.459459,0.392157,0.416667,0.450000,0.484848,0.428571,0.447368,0.459459,0.500000
0.222222,0.111111,0.111111,0.230769,0.111111,0.111111,0.111111,0.111111,0.111111,0.142857,0.111111
0.372093,0.441176,0.394737,0.375000,0.380952,0.394737,0.394737,0.394737,0.394737,0.384615,0.448276
0.363636,0.322581,0.346154,0.363636,0.363636,0.333333,0.346154,0.346154,0.346154,0.363636,0.346154
0.214286,0.214286,0.142857,0.214286,0.222222,0.150000,0.150000,0.157895,0.157895,0.214286,0.157895
0.333333,0.350000,0.321429,0.333333,0.344828,0.346154,0.346154,0.320000,0.320000,0.344828,0.320000
0.192308,0.200000,0.222222,0.173913,0.181818,0.210526,0.222222,0.222222,0.222222,0.173913,0.222222
0.258065,0.266667,0.291667,0.258065,0.296296,0.291667,0.291667,0.307692,0.291667,0.275862,0.291667
0.377778,0.416667,0.411765,0.375000,0.377778,0.400000,0.411765,0.411765,0.411765,0.384615,0.411765
0.222222,0.240000,0.285714,0.222222,0.230769,0.285714,0.285714,0.250000,0.285714,0.285714,0.285714
0.222222,0.222222,0.260870,0.230769,0.250000,0.260870,0.260870,0.260870,0.260870,0.230769,0.238095
0.272727,0.181818,0.190476,0.173913,0.190476,0.190476,0.190476,0.190476,0.190476,0.181818,0.190476
0.160000,0.150000,0.150000,0.160000,0.160000,0.150000,0.150000,0.150000,0.150000,0.150000,0.150000
0.333333,0.368421,0.354839,0.333333,0.351351,0.344828,0.366667,0.375000,0.375000,0.344828,0.375000
0.333333,0.375000,0.333333,0.342857,0.342857,0.333333,0.333333,0.333333,0.333333,0.352941,0.375000
0.185185,0.208333,0.208333,0.185185,0.185185,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333
0.160000,0.150000,0.150000,0.160000,0.150000,0.150000,0.150000,0.150000,0.150000,0.136364,0.150000
0.222222,0.230769,0.240000,0.222222,0.240000,0.240000,0.240000,0.240000,0.240000,0.240000,0.240000
0.214286,0.217391,0.238095,0.214286,0.214286,0.238095,0.238095,0.238095,0.238095,0.214286,0.238095
0.142857,0.150000,0.157895,0.150000,0.157895,0.157895,0.157895,0.157895,0.157895,0.150000,0.157895
0.281250,0.260870,0.272727,0.290323,0.272727,0.272727,0.272727,0.272727,0.272727,0.321429,0.272727
0.281250,0.281250,0.300000,0.290323,0.310345,0.310345,0.300000,0.321429,0.346154,0.310345,0.333333
0.325000,0.230769,0.240000,0.258065,0.230769,0.260870,0.240000,0.260870,0.260870,0.258065,0.260870
0.160000,0.157895,0.157895,0.160000,0.173913,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895
0.281250,0.321429,0.296296,0.281250,0.296296,0.296296,0.296296,0.320000,0.363636,0.296296,0.363636
0.206897,0.208333,0.208333,0.206897,0.200000,0.200000,0.200000,0.210526,0.210526,0.206897,0.210526
0.372549,0.390244,0.382979,0.380000,0.380000,0.405405,0.404762,0.441176,0.448276,0.380000,0.464286
0.317073,0.200000,0.166667,0.325000,0.312500,0.166667,0.166667,0.166667,0.166667,0.291667,0.166667
0.377358,0.414634,0.377778,0.377358,0.369565,0.466667,0.451613,0.421053,0.466667,0.414634,0.466667
0.341463,0.388889,0.368421,0.341463,0.325581,0.358974,0.419355,0.406250,0.444444,0.378378,0.444444
0.396226,0.431818,0.457143,0.396226,0.400000,0.416667,0.457143,0.424242,0.440000,0.416667,0.440000
0.380000,0.333333,0.321429,0.342105,0.333333,0.318182,0.346154,0.285714,0.285714,0.333333,0.285714
0.206897,0.222222,0.250000,0.214286,0.222222,0.227273,0.250000,0.250000,0.250000,0.214286,0.250000
0.225806,0.241379,0.212121,0.225806,0.225806,0.260870,0.260870,0.272727,0.272727,0.225806,0.272727
0.324324,0.333333,0.366667,0.333333,0.354839,0.366667,0.366667,0.354839,0.366667,0.354839,0.357143
0.354167,0.323529,0.333333,0.354167,0.361111,0.357143,0.357143,0.357143,0.357143,0.361111,0.370370
0.325000,0.296296,0.322581,0.317073,0.296296,0.296296,0.333333,0.333333,0.333333,0.296296,0.333333
0.303030,0.304348,0.304348,0.312500,0.322581,0.291667,0.304348,0.304348,0.304348,0.291667,0.304348
0.264706,0.241379,0.263158,0.241379,0.240000,0.263158,0.263158,0.300000,0.300000,0.241379,0.263158
0.312500,0.217391,0.238095,0.285714,0.238095,0.238095,0.238095,0.238095,0.238095,0.217391,0.238095
0.370370,0.259259,0.285714,0.370370,0.280000,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727
0.281250,0.307692,0.307692,0.281250,0.290323,0.307692,0.307692,0.307692,0.307692,0.290323,0.307692
0.352941,0.368421,0.371429,0.360000,0.350000,0.388889,0.371429,0.388889,0.371429,0.368421,0.371429
0.333333,0.315789,0.291667,0.340909,0.300000,0.318182,0.291667,0.318182,0.318182,0.300000,0.318182
0.314286,0.314286,0.333333,0.314286,0.333333,0.392857,0.392857,0.366667,0.392857,0.333333,0.409091
0.230769,0.260870,0.272727,0.230769,0.272727,0.272727,0.272727,0.260870,0.260870,0.260870,0.272727
0.233333,0.269231,0.200000,0.241379,0.250000,0.200000,0.200000,0.200000,0.200000,0.241379,0.200000
0.222222,0.227273,0.217391,0.240000,0.217391,0.217391,0.217391,0.217391,0.217391,0.240000,0.227273
0.281250,0.291667,0.272727,0.290323,0.272727,0.272727,0.272727,0.272727,0.272727,0.290323,0.272727
0.233333,0.230769,0.250000,0.233333,0.240000,0.250000,0.250000,0.250000,0.250000,0.259259,0.250000
0.281250,0.280000,0.280000,0.281250,0.281250,0.280000,0.280000,0.280000,0.280000,0.280000,0.280000
0.266667,0.280000,0.280000,0.266667,0.275862,0.280000,0.280000,0.280000,0.280000,0.280000,0.280000
0.277778,0.275000,0.230769,0.277778,0.230769,0.250000,0.250000,0.210526,0.210526,0.277778,0.210526
0.315789,0.312500,0.322581,0.333333,0.303030,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581
0.315789,0.296296,0.296296,0.315789,0.315789,0.321429,0.296296,0.347826,0.380952,0.310345,0.380952
0.233333,0.157895,0.166667,0.250000,0.166667,0.166667,0.166667,0.166667,0.166667,0.200000,0.166667
0.381818,0.369565,0.379310,0.381818,0.369565,0.407407,0.407407,0.379310,0.407407,0.375000,0.375000
0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632
0.206897,0.250000,0.166667,0.214286,0.214286,0.166667,0.166667,0.166667,0.166667,0.260870,0.166667
0.270270,0.270270,0.285714,0.277778,0.277778,0.285714,0.285714,0.285714,0.285714,0.307692,0.285714
0.355556,0.342105,0.344828,0.355556,0.342857,0.370370,0.370370,0.346154,0.360000,0.342857,0.360000
0.333333,0.388889,0.378378,0.350000,0.358974,0.387097,0.407407,0.375000,0.387097,0.368421,0.407407
0.342105,0.375000,0.366667,0.342105,0.361111,0.393939,0.366667,0.382353,0.382353,0.393939,0.400000
0.357143,0.416667,0.433333,0.357143,0.384615,0.424242,0.433333,0.424242,0.424242,0.416667,0.433333
0.214286,0.240000,0.238095,0.222222,0.238095,0.238095,0.238095,0.238095,0.238095,0.250000,0.238095
0.222222,0.240000,0.285714,0.230769,0.285714,0.285714,0.285714,0.285714,0.285714,0.260870,0.285714
0.369565,0.369565,0.333333,0.377778,0.333333,0.357143,0.360000,0.346154,0.360000,0.384615,0.360000
0.289474,0.259259,0.304348,0.289474,0.297297,0.269231,0.304348,0.291667,0.304348,0.310345,0.300000
0.200000,0.208333,0.227273,0.200000,0.227273,0.227273,0.227273,0.227273,0.227273,0.217391,0.227273
0.166667,0.181818,0.181818,0.173913,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818
0.281250,0.285714,0.285714,0.275862,0.275862,0.285714,0.285714,0.285714,0.285714,0.275862,0.318182
0.333333,0.333333,0.370370,0.333333,0.343750,0.343750,0.370370,0.357143,0.370370,0.333333,0.370370
0.192308,0.157895,0.157895,0.192308,0.157895,0.157895,0.157895,0.157895,0.157895,0.200000,0.157895
0.367347,0.354839,0.354839,0.375000,0.367347,0.416667,0.416667,0.407407,0.416667,0.392857,0.416667
0.185185,0.111111,0.111111,0.185185,0.200000,0.111111,0.111111,0.111111,0.111111,0.185185,0.111111
0.250000,0.200000,0.200000,0.222222,0.222222,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000
0.222222,0.260870,0.272727,0.222222,0.250000,0.260870,0.272727,0.272727,0.272727,0.260870,0.272727
0.272727,0.300000,0.290323,0.272727,0.272727,0.304348,0.304348,0.318182,0.318182,0.281250,0.318182
0.377778,0.377778,0.382353,0.377778,0.405405,0.371429,0.382353,0.382353,0.382353,0.388889,0.300000
0.315789,0.315789,0.360000,0.324324,0.352941,0.360000,0.360000,0.360000,0.360000,0.375000,0.360000
0.367347,0.366667,0.370370,0.367347,0.333333,0.357143,0.370370,0.370370,0.370370,0.343750,0.370370
0.333333,0.352941,0.333333,0.333333,0.342857,0.342857,0.333333,0.333333,0.333333,0.333333,0.375000
0.388889,0.388889,0.392857,0.396226,0.404255,0.370370,0.370370,0.392857,0.370370,0.404255,0.370370
0.142857,0.150000,0.157895,0.142857,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895
0.315789,0.354839,0.354839,0.315789,0.342857,0.375000,0.354839,0.375000,0.375000,0.375000,0.354839
0.222222,0.227273,0.227273,0.222222,0.227273,0.227273,0.260870,0.227273,0.227273,0.222222,0.227273
0.346939,0.346939,0.285714,0.347826,0.375000,0.366667,0.285714,0.285714,0.285714,0.384615,0.285714
0.294118,0.322581,0.333333,0.294118,0.294118,0.303030,0.344828,0.333333,0.333333,0.312500,0.344828
0.258065,0.266667,0.260870,0.258065,0.260870,0.260870,0.260870,0.250000,0.250000,0.275862,0.250000
0.222222,0.250000,0.263158,0.230769,0.230769,0.250000,0.263158,0.263158,0.263158,0.230769,0.263158
0.222222,0.217391,0.227273,0.222222,0.227273,0.227273,0.227273,0.217391,0.217391,0.208333,0.238095
0.230769,0.217391,0.238095,0.230769,0.230769,0.238095,0.238095,0.238095,0.238095,0.238095,0.238095
0.214286,0.222222,0.166667,0.230769,0.166667,0.166667,0.166667,0.166667,0.166667,0.230769,0.166667
0.185185,0.200000,0.200000,0.185185,0.185185,0.238095,0.200000,0.200000,0.200000,0.185185,0.200000
0.377778,0.377778,0.414634,0.377778,0.400000,0.421053,0.421053,0.410256,0.421053,0.395349,0.444444
0.206897,0.200000,0.208333,0.206897,0.200000,0.222222,0.222222,0.222222,0.222222,0.206897,0.222222
0.130435,0.142857,0.111111,0.130435,0.130435,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111
0.160000,0.157895,0.166667,0.160000,0.142857,0.166667,0.166667,0.166667,0.166667,0.160000,0.166667
0.333333,0.300000,0.304348,0.333333,0.322581,0.291667,0.304348,0.291667,0.291667,0.322581,0.304348
0.206897,0.250000,0.250000,0.206897,0.214286,0.250000,0.250000,0.250000,0.250000,0.214286,0.250000
0.241379,0.227273,0.260870,0.250000,0.259259,0.260870,0.260870,0.260870,0.260870,0.250000,0.263158
0.396226,0.375000,0.388889,0.396226,0.375000,0.400000,0.363636,0.413793,0.400000,0.375000,0.363636
0.315789,0.333333,0.400000,0.324324,0.352941,0.375000,0.400000,0.400000,0.392857,0.375000,0.392857
0.341463,0.351351,0.375000,0.350000,0.363636,0.375000,0.375000,0.363636,0.375000,0.375000,0.357143
0.258065,0.260870,0.272727,0.240000,0.250000,0.272727,0.272727,0.285714,0.285714,0.240000,0.285714
0.136364,0.142857,0.142857,0.136364,0.142857,0.142857,0.142857,0.142857,0.142857,0.136364,0.117647
0.270270,0.241379,0.250000,0.264706,0.241379,0.250000,0.250000,0.250000,0.250000,0.264706,0.250000
0.258065,0.275862,0.250000,0.266667,0.266667,0.263158,0.285714,0.263158,0.263158,0.266667,0.263158
0.222222,0.222222,0.142857,0.150000,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
0.136364,0.150000,0.150000,0.142857,0.150000,0.150000,0.150000,0.150000,0.150000,0.142857,0.166667
0.233333,0.142857,0.157895,0.230769,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895
0.300000,0.320000,0.320000,0.300000,0.320000,0.320000,0.320000,0.320000,0.320000,0.300000,0.333333
0.233333,0.280000,0.280000,0.250000,0.280000,0.280000,0.280000,0.280000,0.280000,0.250000,0.280000
0.333333,0.342105,0.291667,0.333333,0.361111,0.363636,0.291667,0.291667,0.291667,0.351351,0.291667
0.173913,0.190476,0.190476,0.173913,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476
0.285714,0.285714,0.260870,0.285714,0.294118,0.307692,0.260870,0.291667,0.291667,0.294118,0.260870
0.222222,0.217391,0.227273,0.230769,0.230769,0.227273,0.227273,0.227273,0.227273,0.230769,0.263158
0.259259,0.259259,0.259259,0.259259,0.250000,0.269231,0.269231,0.250000,0.250000,0.269231,0.269231
0.130435,0.136364,0.117647,0.130435,0.142857,0.117647,0.117647,0.117647,0.117647,0.117647,0.117647
0.372549,0.391304,0.448276,0.363636,0.363636,0.433333,0.448276,0.406250,0.423077,0.380952,0.400000
0.340909,0.352941,0.304348,0.340909,0.333333,0.304348,0.304348,0.304348,0.304348,0.304348,0.304348
0.396226,0.410256,0.405405,0.396226,0.404762,0.405405,0.405405,0.416667,0.416667,0.404762,0.400000
0.241379,0.280000,0.318182,0.250000,0.269231,0.291667,0.318182,0.304348,0.304348,0.269231,0.318182
0.297297,0.290323,0.260870,0.297297,0.281250,0.260870,0.260870,0.260870,0.260870,0.281250,0.200000
0.095238,0.058824,0.058824,0.095238,0.058824,0.058824,0.058824,0.058824,0.058824,0.100000,0.058824
0.375000,0.391304,0.300000,0.375000,0.382979,0.300000,0.300000,0.285714,0.300000,0.424242,0.300000
0.314286,0.357143,0.357143,0.323529,0.379310,0.357143,0.357143,0.357143,0.357143,0.357143,0.357143
0.392157,0.408163,0.418605,0.392157,0.408163,0.432432,0.466667,0.432432,0.466667,0.432432,0.466667
0.272727,0.250000,0.238095,0.272727,0.250000,0.238095,0.238095,0.238095,0.238095,0.238095,0.238095
0.392857,0.396226,0.403846,0.389831,0.396226,0.382353,0.382353,0.400000,0.393939,0.411765,0.393939
0.355556,0.390244,0.407407,0.363636,0.375000,0.347826,0.407407,0.375000,0.375000,0.368421,0.350000
0.266667,0.208333,0.227273,0.259259,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
0.206897,0.222222,0.227273,0.214286,0.214286,0.227273,0.227273,0.238095,0.238095,0.214286,0.238095
0.222222,0.260870,0.285714,0.230769,0.230769,0.285714,0.285714,0.285714,0.285714,0.230769,0.285714
0.241379,0.250000,0.304348,0.241379,0.291667,0.318182,0.318182,0.318182,0.318182,0.291667,0.318182
0.290323,0.333333,0.320000,0.300000,0.320000,0.320000,0.320000,0.320000,0.320000,0.300000,0.320000
0.095238,0.111111,0.111111,0.095238,0.111111,0.111111,0.111111,0.111111,0.111111,0.100000,0.111111
0.250000,0.266667,0.296296,0.250000,0.258065,0.307692,0.296296,0.320000,0.320000,0.258065,0.320000
0.240000,0.240000,0.260870,0.260870,0.260870,0.260870,0.260870,0.260870,0.260870,0.260870,0.250000
0.241379,0.240000,0.285714,0.241379,0.250000,0.272727,0.285714,0.285714,0.285714,0.272727,0.285714
0.369565,0.390244,0.375000,0.369565,0.352941,0.375000,0.375000,0.375000,0.375000,0.375000,0.400000
0.431373,0.440000,0.463415,0.431373,0.448980,0.476190,0.463415,0.463415,0.463415,0.476190,0.463415
0.222222,0.200000,0.157895,0.181818,0.181818,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895
0.341463,0.352941,0.366667,0.350000,0.352941,0.366667,0.366667,0.387097,0.366667,0.366667,0.375000
0.290323,0.312500,0.291667,0.290323,0.304348,0.304348,0.291667,0.291667,0.291667,0.291667,0.304348
0.325000,0.314286,0.344828,0.325000,0.322581,0.357143,0.344828,0.357143,0.357143,0.333333,0.357143
0.230769,0.250000,0.260870,0.230769,0.240000,0.250000,0.260870,0.260870,0.260870,0.240000,0.260870
0.173913,0.181818,0.200000,0.181818,0.200000,0.200000,0.200000,0.200000,0.200000,0.181818,0.200000
0.314286,0.200000,0.210526,0.323529,0.260870,0.260870,0.210526,0.210526,0.210526,0.307692,0.210526
0.200000,0.200000,0.250000,0.208333,0.208333,0.238095,0.250000,0.250000,0.250000,0.227273,0.250000
0.297297,0.285714,0.296296,0.297297,0.290323,0.296296,0.296296,0.285714,0.296296,0.285714,0.296296
0.380000,0.377358,0.387097,0.387755,0.378378,0.370370,0.370370,0.370370,0.370370,0.378378,0.346154
0.258065,0.285714,0.304348,0.275862,0.285714,0.307692,0.304348,0.304348,0.304348,0.275862,0.304348
0.285714,0.303030,0.272727,0.281250,0.281250,0.272727,0.272727,0.285714,0.285714,0.281250,0.285714
0.181818,0.200000,0.200000,0.190476,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000
0.294118,0.303030,0.300000,0.294118,0.322581,0.300000,0.300000,0.300000,0.300000,0.300000,0.346154
0.225806,0.222222,0.227273,0.225806,0.222222,0.260870,0.227273,0.260870,0.260870,0.225806,0.227273
0.275862,0.217391,0.217391,0.275862,0.217391,0.217391,0.217391,0.217391,0.217391,0.217391,0.217391
0.233333,0.142857,0.166667,0.192308,0.142857,0.157895,0.166667,0.166667,0.166667,0.142857,0.166667
0.315789,0.321429,0.363636,0.333333,0.333333,0.363636,0.363636,0.363636,0.363636,0.333333,0.363636
0.250000,0.227273,0.227273,0.259259,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
0.281250,0.290323,0.307692,0.281250,0.281250,0.307692,0.307692,0.307692,0.307692,0.291667,0.315789
0.233333,0.217391,0.250000,0.241379,0.250000,0.250000,0.250000,0.250000,0.250000,0.227273,0.250000
0.192308,0.181818,0.200000,0.181818,0.200000,0.200000,0.200000,0.200000,0.200000,0.181818,0.200000
0.317073,0.342857,0.342857,0.317073,0.354839,0.354839,0.354839,0.363636,0.354839,0.342105,0.354839
0.272727,0.217391,0.217391,0.200000,0.250000,0.250000,0.238095,0.250000,0.250000,0.227273,0.250000
0.391304,0.428571,0.448276,0.395349,0.395349,0.428571,0.428571,0.428571,0.428571,0.394737,0.444444
0.185185,0.200000,0.238095,0.192308,0.238095,0.238095,0.238095,0.238095,0.238095,0.217391,0.238095
0.350000,0.368421,0.393939,0.358974,0.350000,0.393939,0.393939,0.382353,0.393939,0.358974,0.360000
0.208333,0.227273,0.227273,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273
